,Day,Month,Year,Hour,Demand (kWh),Temp (C),Humidity,Season,Holiday
0,26,Apr,2018,20,0.2198327,11.6,84.68,2,0
1,26,Apr,2018,21,3.469570042,11.2,85.83,2,0
2,26,Apr,2018,22,6.712654191,10.8,86.14,2,0
3,26,Apr,2018,23,7.364342011,10.4,85.52,2,0
4,27,Apr,2018,0,12.34932311,10,84.62,2,0
5,27,Apr,2018,1,3.43106082,9.5,86.36,2,0
6,27,Apr,2018,2,5.605006341,9.2,88.43,2,0
7,27,Apr,2018,3,13.56251957,9.1,89.01,2,0
8,27,Apr,2018,4,13.29056262,9.1,88.43,2,0
9,27,Apr,2018,5,6.200066466,10.3,81.16,2,0
10,27,Apr,2018,6,1.883123609,12.6,69.44,2,0
11,27,Apr,2018,7,0.851804281,14.9,59.94,2,0
12,27,Apr,2018,8,0.851804281,17.1,52.36,2,0
13,27,Apr,2018,9,0.851804281,19.1,45.58,2,0
14,27,Apr,2018,10,0.851804281,20.5,41.35,2,0
15,27,Apr,2018,11,0.851804281,21.4,38.71,2,0
16,27,Apr,2018,12,0.851804281,21.9,37,2,0
17,27,Apr,2018,13,0.851804281,21.9,36.71,2,0
18,27,Apr,2018,14,1.549580192,21.5,37.46,2,0
19,27,Apr,2018,15,5.851223113,21.2,37.7,2,0
20,27,Apr,2018,16,29.5640245,19.2,42.29,2,0
21,27,Apr,2018,17,42.81122049,16.7,50.38,2,0
22,27,Apr,2018,18,63.15319213,14,66.73,2,0
23,27,Apr,2018,19,55.70554595,12.7,75.97,2,0
24,27,Apr,2018,20,41.29614133,12.1,80.58,2,0
25,27,Apr,2018,21,34.24514353,11.7,84.31,2,0
26,27,Apr,2018,22,27.79095361,11.3,87.28,2,0
27,27,Apr,2018,23,13.02568266,10.8,89.85,2,0
28,28,Apr,2018,0,17.24473827,10.5,90.71,2,0
29,28,Apr,2018,1,18.18244285,10.2,91.2,2,0
30,28,Apr,2018,2,23.91673363,9.9,91.93,2,0
31,28,Apr,2018,3,26.824778,9.5,93.45,2,0
32,28,Apr,2018,4,22.37576196,9.4,93.26,2,0
33,28,Apr,2018,5,21.65954554,10.8,84.56,2,0
34,28,Apr,2018,6,18.00798873,13.3,70.63,2,0
35,28,Apr,2018,7,17.90169114,15.8,56.63,2,0
36,28,Apr,2018,8,18.10338993,18.1,45.83,2,0
37,28,Apr,2018,9,13.45174789,20,38.66,2,0
38,28,Apr,2018,10,8.610976801,21.4,33.68,2,0
39,28,Apr,2018,11,8.610976801,22.2,31.5,2,0
40,28,Apr,2018,12,8.610976801,22.6,30.69,2,0
41,28,Apr,2018,13,10.35901804,22.5,31.11,2,0
42,28,Apr,2018,14,14.39105928,22,32.39,2,0
43,28,Apr,2018,15,11.62146654,21.6,33.73,2,0
44,28,Apr,2018,16,19.719552,19.3,40.17,2,0
45,28,Apr,2018,17,27.22419072,16.7,50.27,2,0
46,28,Apr,2018,18,25.61755891,14.1,66.37,2,0
47,28,Apr,2018,19,46.69146524,12.7,77.96,2,0
48,28,Apr,2018,20,45.58508558,11.9,85.43,2,0
49,28,Apr,2018,21,31.10541353,11.5,90.57,2,0
50,28,Apr,2018,22,21.52159931,11.4,92.65,2,0
51,28,Apr,2018,23,13.98484252,11.4,92.34,2,0
52,29,Apr,2018,0,18.59963246,11.1,93.32,2,0
53,29,Apr,2018,1,23.56144246,10.5,95.67,2,0
54,29,Apr,2018,2,23.05899487,10.1,96.9,2,0
55,29,Apr,2018,3,29.18099375,9.8,97.85,2,0
56,29,Apr,2018,4,19.15899287,9.7,97.89,2,0
57,29,Apr,2018,5,14.95690881,10.8,91.1,2,0
58,29,Apr,2018,6,8.479849766,12.7,78.34,2,0
59,29,Apr,2018,7,4.023908008,14.6,65.22,2,0
60,29,Apr,2018,8,2.363013699,16.5,56.15,2,0
61,29,Apr,2018,9,2.363013699,18.1,50.67,2,0
62,29,Apr,2018,10,2.363013699,19.3,46.77,2,0
63,29,Apr,2018,11,2.363013699,20.1,44.46,2,0
64,29,Apr,2018,12,2.363013699,20.4,43.55,2,0
65,29,Apr,2018,13,2.363013699,20.3,43.66,2,0
66,29,Apr,2018,14,0,19.9,44.31,2,0
67,29,Apr,2018,15,0,19.5,45.42,2,0
68,29,Apr,2018,16,0,17.8,51.08,2,0
69,29,Apr,2018,17,1.849783784,15.9,59.38,2,0
70,29,Apr,2018,18,4.175262393,13.9,72.52,2,0
71,29,Apr,2018,19,18.79814719,12.6,83.47,2,0
72,29,Apr,2018,20,34.69951865,12.1,88.32,2,0
73,29,Apr,2018,21,35.70563742,11.8,90.92,2,0
74,29,Apr,2018,22,30.38479181,11.6,91.9,2,0
75,29,Apr,2018,23,21.64305358,11.3,92.52,2,0
76,30,Apr,2018,0,19.0980007,10.9,93.92,2,0
77,30,Apr,2018,1,16.9686257,10.5,95.27,2,0
78,30,Apr,2018,2,14.13202254,10.1,97.28,2,0
79,30,Apr,2018,3,12.80886842,9.9,98.48,2,0
80,30,Apr,2018,4,4.527332402,10,97.93,2,0
81,30,Apr,2018,5,5.354108007,11.1,91.14,2,0
82,30,Apr,2018,6,3.499441341,12.8,78.33,2,0
83,30,Apr,2018,7,2.546237297,14.5,65.43,2,0
84,30,Apr,2018,8,2.324285714,16.3,56.07,2,0
85,30,Apr,2018,9,2.324285714,17.8,49.84,2,0
86,30,Apr,2018,10,2.324285714,18.7,47.17,2,0
87,30,Apr,2018,11,2.324285714,19.1,45.84,2,0
88,30,Apr,2018,12,2.324285714,19,46.03,2,0
89,30,Apr,2018,13,1.239619048,18.7,46.96,2,0
90,30,Apr,2018,14,2.674995797,17.7,50.77,2,0
91,30,Apr,2018,15,6.665453939,16.7,55.43,2,0
92,30,Apr,2018,16,34.74144917,14.3,67.37,2,0
93,30,Apr,2018,17,51.62466061,13,75.09,2,0
94,30,Apr,2018,18,46.82678706,12.1,80.63,2,0
95,30,Apr,2018,19,40.76980687,11.4,85.39,2,0
96,30,Apr,2018,20,32.02028725,11,88.49,2,0
97,30,Apr,2018,21,24.26189513,10.8,89.93,2,0
98,30,Apr,2018,22,27.50000751,10.7,90.27,2,0
99,30,Apr,2018,23,22.43598543,10.6,90.47,2,0
100,1,May,2018,0,13.35360095,10.5,90.18,2,0
101,1,May,2018,1,7.589490431,10.5,89.17,2,0
102,1,May,2018,2,19.79116949,10.4,88.45,2,0
103,1,May,2018,3,25.51944818,10.3,87.46,2,0
104,1,May,2018,4,14.02209964,10.2,87.06,2,0
105,1,May,2018,5,7.30897495,10.3,85.36,2,0
106,1,May,2018,6,5.079283366,10.7,81.08,2,0
107,1,May,2018,7,3.505784124,11.4,76.02,2,0
108,1,May,2018,8,3.01301242,12.2,71.58,2,0
109,1,May,2018,9,3.01301242,13.2,66.72,2,0
110,1,May,2018,10,3.01301242,14,63.08,2,0
111,1,May,2018,11,3.01301242,14.7,59.68,2,0
112,1,May,2018,12,3.01301242,15.2,57.04,2,0
113,1,May,2018,13,3.01301242,15.2,56.18,2,0
114,1,May,2018,14,5.645357431,14.7,57.53,2,0
115,1,May,2018,15,12.31552826,14.4,58.65,2,0
116,1,May,2018,16,29.11795085,13,64.54,2,0
117,1,May,2018,17,50.663754,12.2,68.52,2,0
118,1,May,2018,18,53.03178039,11.7,71.87,2,0
119,1,May,2018,19,50.35185491,11.4,74.88,2,0
120,1,May,2018,20,38.73545229,11.2,77.5,2,0
121,1,May,2018,21,33.70221613,10.9,80.79,2,0
122,1,May,2018,22,28.90140391,10.7,83.02,2,0
123,1,May,2018,23,20.38109507,10.5,85.44,2,0
124,2,May,2018,0,32.30863859,10.4,87.23,2,0
125,2,May,2018,1,24.44885753,10.3,88.31,2,0
126,2,May,2018,2,10.90644383,10.2,88.79,2,0
127,2,May,2018,3,24.68276408,10.2,88.76,2,0
128,2,May,2018,4,20.66550877,10.2,89.03,2,0
129,2,May,2018,5,22.64651046,10.5,87.44,2,0
130,2,May,2018,6,15.38792662,11.1,83.92,2,0
131,2,May,2018,7,8.983446542,12.3,77.38,2,0
132,2,May,2018,8,4.683153813,13.9,68.84,2,0
133,2,May,2018,9,4.132676634,15.5,60.47,2,0
134,2,May,2018,10,4.132676634,17.2,53.36,2,0
135,2,May,2018,11,4.132676634,18.5,48.86,2,0
136,2,May,2018,12,4.132676634,19.2,46.74,2,0
137,2,May,2018,13,3.229122132,19.1,47.62,2,0
138,2,May,2018,14,5.119585306,18.2,51.66,2,0
139,2,May,2018,15,10.21228973,17.6,55.06,2,0
140,2,May,2018,16,28.58547293,15.1,66.48,2,0
141,2,May,2018,17,52.09308243,13.6,75.29,2,0
142,2,May,2018,18,56.75232594,12.7,81.63,2,0
143,2,May,2018,19,37.62524854,12.3,84.26,2,0
144,2,May,2018,20,27.16155049,12.1,85.35,2,0
145,2,May,2018,21,28.57444565,11.9,86.48,2,0
146,2,May,2018,22,27.45159822,11.8,86.91,2,0
147,2,May,2018,23,26.3723219,11.7,87.1,2,0
148,3,May,2018,0,27.63700522,11.6,87.13,2,0
149,3,May,2018,1,24.71449501,11.5,87.4,2,0
150,3,May,2018,2,21.00708411,11.3,88.24,2,0
151,3,May,2018,3,35.22354726,11.1,88.91,2,0
152,3,May,2018,4,22.49521384,11,88.72,2,0
153,3,May,2018,5,27.69503763,11.9,82.87,2,0
154,3,May,2018,6,18.96451117,13.7,73.32,2,0
155,3,May,2018,7,6.114593809,16.1,62.79,2,0
156,3,May,2018,8,3.335181058,18.7,52.63,2,0
157,3,May,2018,9,3.335181058,21.4,42.86,2,0
158,3,May,2018,10,3.335181058,23.4,35.39,2,0
159,3,May,2018,11,3.335181058,24.3,32.72,2,0
160,3,May,2018,12,4.789466773,24.5,32.21,2,0
161,3,May,2018,13,4.056652407,24.4,32.2,2,0
162,3,May,2018,14,6.82266735,23.9,33.05,2,0
163,3,May,2018,15,14.60980828,23.6,33.71,2,0
164,3,May,2018,16,38.80126463,21.8,38.23,2,0
165,3,May,2018,17,54.83388392,19.3,47.86,2,0
166,3,May,2018,18,51.42261955,16.8,63.53,2,0
167,3,May,2018,19,41.59429393,15.8,68.98,2,0
168,3,May,2018,20,35.0865552,15.8,67.85,2,0
169,3,May,2018,21,31.90018271,15.9,64.98,2,0
170,3,May,2018,22,25.5304728,15.8,62.71,2,0
171,3,May,2018,23,32.90492015,15.4,62.23,2,0
172,4,May,2018,0,20.13442353,14.9,62.21,2,0
173,4,May,2018,1,15.58276604,14.3,63.2,2,0
174,4,May,2018,2,19.10506755,13.8,64.37,2,0
175,4,May,2018,3,23.70823357,13.3,65.73,2,0
176,4,May,2018,4,25.40087959,13.5,64.1,2,0
177,4,May,2018,5,21.12866412,15.9,54.12,2,0
178,4,May,2018,6,12.19287897,19.8,42.44,2,0
179,4,May,2018,7,4.365936279,23.7,31.78,2,0
180,4,May,2018,8,2.32941454,27,22.37,2,0
181,4,May,2018,9,2.32941454,28.7,18.8,2,0
182,4,May,2018,10,2.32941454,29.6,17.78,2,0
183,4,May,2018,11,2.32941454,29.9,18.09,2,0
184,4,May,2018,12,3.085349423,29.9,18.9,2,0
185,4,May,2018,13,8.54913547,29.6,19.9,2,0
186,4,May,2018,14,9.140025881,28.9,21.18,2,0
187,4,May,2018,15,11.91880115,28.5,22.21,2,0
188,4,May,2018,16,35.00244829,25.8,27.22,2,0
189,4,May,2018,17,58.60418212,22.9,36.87,2,0
190,4,May,2018,18,57.63463097,20.5,48.36,2,0
191,4,May,2018,19,52.84469589,19.6,50.66,2,0
192,4,May,2018,20,47.02533699,19.6,47.81,2,0
193,4,May,2018,21,41.54574923,19.8,43.82,2,0
194,4,May,2018,22,38.49536347,19.8,40.62,2,0
195,4,May,2018,23,26.40177332,19.5,39.28,2,0
196,5,May,2018,0,29.13015899,19,38.19,2,0
197,5,May,2018,1,20.00277731,18.3,39.39,2,0
198,5,May,2018,2,29.44741526,17.5,41.33,2,0
199,5,May,2018,3,38.42290305,16.9,42.74,2,0
200,5,May,2018,4,45.53768303,16.8,42.8,2,0
201,5,May,2018,5,33.62544674,18.8,39.24,2,0
202,5,May,2018,6,18.82336294,22.3,33.56,2,0
203,5,May,2018,7,22.33005819,25.6,23.66,2,0
204,5,May,2018,8,22.43985449,28.1,19.92,2,0
205,5,May,2018,9,22.43985449,29.1,19.83,2,0
206,5,May,2018,10,17.26665913,29.6,20.54,2,0
207,5,May,2018,11,12.47180368,29.9,21.09,2,0
208,5,May,2018,12,13.55445428,30,21.49,2,0
209,5,May,2018,13,14.34958592,29.8,21.85,2,0
210,5,May,2018,14,1.291120951,29.1,22.54,2,0
211,5,May,2018,15,7.943855467,28.7,22.77,2,0
212,5,May,2018,16,26.08515374,26.6,25.18,2,0
213,5,May,2018,17,20.427545,23.6,30.48,2,0
214,5,May,2018,18,21.7754198,20.8,43.21,2,0
215,5,May,2018,19,22.5153374,20.1,46.36,2,0
216,5,May,2018,20,24.01754486,20.5,43.81,2,0
217,5,May,2018,21,31.53496222,20.6,40.43,2,0
218,5,May,2018,22,34.6176487,20,43.11,2,0
219,5,May,2018,23,35.75939436,19.4,45.37,2,0
220,6,May,2018,0,9.515658268,18.9,47.06,2,0
221,6,May,2018,1,7.76639309,18.4,49.23,2,0
222,6,May,2018,2,8.156010484,17.9,51.74,2,0
223,6,May,2018,3,18.60972795,17.6,52.17,2,0
224,6,May,2018,4,15.72649409,17.4,52.19,2,0
225,6,May,2018,5,13.7671197,18.4,49.63,2,0
226,6,May,2018,6,4.769042155,20.6,47.3,2,0
227,6,May,2018,7,3.744074443,22.9,34.84,2,0
228,6,May,2018,8,1.57819209,24.5,29.06,2,0
229,6,May,2018,9,1.89827368,25.9,26.09,2,0
230,6,May,2018,10,6.058005092,27,23.98,2,0
231,6,May,2018,11,6.890065698,27.5,23.2,2,0
232,6,May,2018,12,6.890065698,27.4,23.08,2,0
233,6,May,2018,13,6.890065698,26.6,23.88,2,0
234,6,May,2018,14,3.621256174,25.5,25.1,2,0
235,6,May,2018,15,2.508692425,24.8,25.67,2,0
236,6,May,2018,16,2.63468219,23.6,26.57,2,0
237,6,May,2018,17,14.46169636,21.3,31.29,2,0
238,6,May,2018,18,20.95488434,18.9,47.55,2,0
239,6,May,2018,19,16.14867226,17.8,51.4,2,0
240,6,May,2018,20,12.61625396,16.9,56.99,2,0
241,6,May,2018,21,7.13282972,16.1,61.5,2,0
242,6,May,2018,22,2.547502092,15.5,63.36,2,0
243,6,May,2018,23,6.259342342,15.3,62.07,2,0
244,7,May,2018,0,30.72828605,15.2,60.72,2,0
245,7,May,2018,1,24.66475538,15.1,60.31,2,0
246,7,May,2018,2,33.65103842,14.9,59.53,2,0
247,7,May,2018,3,40.55445853,14.5,58.85,2,0
248,7,May,2018,4,31.84401379,14.3,57.8,2,0
249,7,May,2018,5,13.81585495,15.6,53.02,2,0
250,7,May,2018,6,4.234774788,18.1,45.88,2,0
251,7,May,2018,7,4.823760904,20.9,36.44,2,0
252,7,May,2018,8,1.603193336,23.3,29.78,2,0
253,7,May,2018,9,1.15897712,24.8,28.11,2,0
254,7,May,2018,10,1.15897712,25.9,26.92,2,0
255,7,May,2018,11,1.15897712,26.6,26.47,2,0
256,7,May,2018,12,1.539781075,26.9,26.37,2,0
257,7,May,2018,13,3.890480616,26.8,26.8,2,0
258,7,May,2018,14,6.184045833,26.3,27.86,2,0
259,7,May,2018,15,16.73000153,26,28.62,2,0
260,7,May,2018,16,59.9836346,24,32.66,2,0
261,7,May,2018,17,30.32281077,21.3,39.55,2,0
262,7,May,2018,18,30.32281077,18.3,53.93,2,0
263,7,May,2018,19,30.32281077,16.9,62.06,2,0
264,7,May,2018,20,30.32281077,16.5,63.37,2,0
265,7,May,2018,21,37.47363422,16.4,62.22,2,0
266,7,May,2018,22,54.16979633,16.2,62.06,2,0
267,7,May,2018,23,43.04082701,16,61.31,2,0
268,8,May,2018,0,23.19899228,15.9,60.18,2,0
269,8,May,2018,1,23.62022487,15.5,60.42,2,0
270,8,May,2018,2,29.07897704,15.1,61.06,2,0
271,8,May,2018,3,31.44748933,14.7,62.23,2,0
272,8,May,2018,4,24.21424062,14.6,62.41,2,0
273,8,May,2018,5,27.93930285,15.7,59.74,2,0
274,8,May,2018,6,34.42881872,17.8,51.94,2,0
275,8,May,2018,7,28.25129341,19.7,45.13,2,0
276,8,May,2018,8,16.41170735,21.4,40.95,2,0
277,8,May,2018,9,7.817927081,22.6,38.26,2,0
278,8,May,2018,10,3.031903018,23.6,36.29,2,0
279,8,May,2018,11,2.694014906,24.6,34.26,2,0
280,8,May,2018,12,3.079369295,25.7,32.63,2,0
281,8,May,2018,13,8.228171724,26.6,30.96,2,0
282,8,May,2018,14,10.33313897,26.8,30.24,2,0
283,8,May,2018,15,22.32220663,26.7,30.01,2,0
284,8,May,2018,16,35.38730951,24.6,34.34,2,0
285,8,May,2018,17,54.76561674,21.6,43.56,2,0
286,8,May,2018,18,51.05840696,18.5,58.72,2,0
287,8,May,2018,19,40.43905865,17,66.25,2,0
288,8,May,2018,20,29.85832878,16.6,67.3,2,0
289,8,May,2018,21,28.01016052,16.3,67.2,2,0
290,8,May,2018,22,21.84653014,15.9,67.45,2,0
291,8,May,2018,23,20.4599465,15.4,68,2,0
292,9,May,2018,0,22.78011165,15,67.93,2,0
293,9,May,2018,1,19.35172577,14.7,69.02,2,0
294,9,May,2018,2,18.33725462,14.5,70.72,2,0
295,9,May,2018,3,24.77480393,14.5,71.62,2,0
296,9,May,2018,4,22.34506247,14.6,72.53,2,0
297,9,May,2018,5,19.87961634,15.6,69.8,2,0
298,9,May,2018,6,3.431022866,17.7,61.75,2,0
299,9,May,2018,7,1.771543767,20.5,54.63,2,0
300,9,May,2018,8,2.214429708,23.4,47.96,2,0
301,9,May,2018,9,2.214429708,25.9,42.34,2,0
302,9,May,2018,10,2.214429708,27.7,38.5,2,0
303,9,May,2018,11,2.214429708,29,35.4,2,0
304,9,May,2018,12,2.52065486,29.7,33.43,2,0
305,9,May,2018,13,5.558654548,29.8,32.57,2,0
306,9,May,2018,14,3.769158991,29.3,32.9,2,0
307,9,May,2018,15,13.71109218,28.9,33.26,2,0
308,9,May,2018,16,36.84009212,26.5,38.16,2,0
309,9,May,2018,17,61.93537906,23.4,47.49,2,0
310,9,May,2018,18,54.12291833,20.1,64.12,2,0
311,9,May,2018,19,49.35339917,18.1,75.01,2,0
312,9,May,2018,20,43.60998027,17,80.43,2,0
313,9,May,2018,21,40.6929357,16.3,83.83,2,0
314,9,May,2018,22,38.57416402,15.7,86.68,2,0
315,9,May,2018,23,23.27700948,15.3,88.04,2,0
316,10,May,2018,0,21.68303931,15,88.31,2,0
317,10,May,2018,1,23.98030316,14.6,88.68,2,0
318,10,May,2018,2,29.22914134,14.3,88.18,2,0
319,10,May,2018,3,31.68787919,14,87.58,2,0
320,10,May,2018,4,30.2900062,14,85.09,2,0
321,10,May,2018,5,11.79930042,15.4,75.91,2,0
322,10,May,2018,6,12.65335255,18,61.82,2,0
323,10,May,2018,7,12.87750742,20.8,48.64,2,0
324,10,May,2018,8,9.970241189,23,39.35,2,0
325,10,May,2018,9,6.929948981,24.1,36.77,2,0
326,10,May,2018,10,6.929948981,24.5,36.96,2,0
327,10,May,2018,11,6.929948981,24.6,37.69,2,0
328,10,May,2018,12,3.62931906,24.5,38.55,2,0
329,10,May,2018,13,1.556506828,24.2,39.55,2,0
330,10,May,2018,14,3.245618456,23.6,40.64,2,0
331,10,May,2018,15,9.221600409,23.3,40.69,2,0
332,10,May,2018,16,34.60806427,21.7,44.13,2,0
333,10,May,2018,17,62.28986325,19.6,50.6,2,0
334,10,May,2018,18,57.91119744,17.2,62.61,2,0
335,10,May,2018,19,46.54424518,15.7,73.17,2,0
336,10,May,2018,20,39.40137598,14.8,79.8,2,0
337,10,May,2018,21,40.96030898,14.2,84.41,2,0
338,10,May,2018,22,27.17628435,13.8,87.13,2,0
339,10,May,2018,23,22.61899808,13.4,89.54,2,0
340,11,May,2018,0,18.43844771,13.2,90.71,2,0
341,11,May,2018,1,11.24795277,13.1,90.62,2,0
342,11,May,2018,2,13.66976399,13,90.45,2,0
343,11,May,2018,3,18.99843926,12.9,90.59,2,0
344,11,May,2018,4,23.76444729,12.8,90.77,2,0
345,11,May,2018,5,24.89467241,13.3,87.47,2,0
346,11,May,2018,6,10.48373167,14.4,81.76,2,0
347,11,May,2018,7,4.263248586,15.7,76.68,2,0
348,11,May,2018,8,1.882309811,17.1,71.53,2,0
349,11,May,2018,9,1.440309811,18.2,67.52,2,0
350,11,May,2018,10,1.440309811,18.8,65.66,2,0
351,11,May,2018,11,1.440309811,19,65.62,2,0
352,11,May,2018,12,2.241030741,19.1,65.5,2,0
353,11,May,2018,13,8.197467725,18.9,66.55,2,0
354,11,May,2018,14,7.385151622,18.4,69.16,2,0
355,11,May,2018,15,20.04810781,18.1,71,2,0
356,11,May,2018,16,46.02272909,16.4,79.1,2,0
357,11,May,2018,17,56.4019195,15.3,84.45,2,0
358,11,May,2018,18,52.94698275,14.5,88.83,2,0
359,11,May,2018,19,46.07687025,14,90.15,2,0
360,11,May,2018,20,38.37267962,13.7,89.69,2,0
361,11,May,2018,21,33.51839497,13.5,89.31,2,0
362,11,May,2018,22,30.38574744,13.3,89.15,2,0
363,11,May,2018,23,24.35117717,13.1,89.3,2,0
364,12,May,2018,0,41.1372635,12.9,89.82,2,0
365,12,May,2018,1,36.24406622,12.7,90.26,2,0
366,12,May,2018,2,33.52705449,12.5,90.63,2,0
367,12,May,2018,3,36.70407412,12.3,91.02,2,0
368,12,May,2018,4,35.3074691,12.3,90.27,2,0
369,12,May,2018,5,30.04264411,12.4,89.07,2,0
370,12,May,2018,6,22.22518574,13,84.77,2,0
371,12,May,2018,7,23.27711641,13.9,79.55,2,0
372,12,May,2018,8,23.84858982,15.2,71.93,2,0
373,12,May,2018,9,18.30822975,16.5,64.94,2,0
374,12,May,2018,10,16.6696825,17.8,59.15,2,0
375,12,May,2018,11,6.349062201,18.7,55.58,2,0
376,12,May,2018,12,5.476409086,19,54.82,2,0
377,12,May,2018,13,7.028394547,18.9,55.81,2,0
378,12,May,2018,14,1.013936827,18.4,58.45,2,0
379,12,May,2018,15,2.640828906,18.1,60.29,2,0
380,12,May,2018,16,7.228481359,16.6,67.32,2,0
381,12,May,2018,17,16.93297306,15.5,73.27,2,0
382,12,May,2018,18,22.88421042,14.5,79.92,2,0
383,12,May,2018,19,16.68390937,14,83.83,2,0
384,12,May,2018,20,51.47511894,13.6,86.17,2,0
385,12,May,2018,21,19.46129132,13.3,87.72,2,0
386,12,May,2018,22,13.27819045,13.1,88.69,2,0
387,12,May,2018,23,28.74818384,12.9,89.55,2,0
388,13,May,2018,0,16.00659441,12.7,90.36,2,0
389,13,May,2018,1,16.44873003,12.6,90.61,2,0
390,13,May,2018,2,14.44198657,12.4,91.42,2,0
391,13,May,2018,3,16.23863854,12.3,91.39,2,0
392,13,May,2018,4,8.760533621,12.3,90.73,2,0
393,13,May,2018,5,12.76279965,12.5,88.58,2,0
394,13,May,2018,6,11.30134,13.2,82.96,2,0
395,13,May,2018,7,2.2165,14.3,76.36,2,0
396,13,May,2018,8,8.430995905,15.6,69.65,2,0
397,13,May,2018,9,8.726428477,16.8,63.85,2,0
398,13,May,2018,10,7.419463293,17.7,60.13,2,0
399,13,May,2018,11,7.467437553,18.5,57.28,2,0
400,13,May,2018,12,4.514366768,19.4,54.33,2,0
401,13,May,2018,13,3.104081054,20.2,51.68,2,0
402,13,May,2018,14,0.988652482,20.5,50.8,2,0
403,13,May,2018,15,0.988652482,20.5,50.66,2,0
404,13,May,2018,16,0.988652482,19,55.85,2,0
405,13,May,2018,17,6.291561573,17.2,63.52,2,0
406,13,May,2018,18,12.51366953,15.3,74,2,0
407,13,May,2018,19,10.31431132,14.1,82.61,2,0
408,13,May,2018,20,9.848427927,13.6,86.66,2,0
409,13,May,2018,21,16.33440858,13.3,88.89,2,0
410,13,May,2018,22,27.42451009,13,90.95,2,0
411,13,May,2018,23,30.40025765,12.9,91.43,2,0
412,14,May,2018,0,32.67075579,12.8,91.47,2,0
413,14,May,2018,1,27.21195193,12.7,91.32,2,0
414,14,May,2018,2,6.550238769,12.6,90.94,2,0
415,14,May,2018,3,10.89029155,12.4,91.26,2,0
416,14,May,2018,4,17.57727594,12.4,90.5,2,0
417,14,May,2018,5,15.98971094,13.1,85.84,2,0
418,14,May,2018,6,6.285245707,14.4,78.08,2,0
419,14,May,2018,7,3.902503537,16.2,69.57,2,0
420,14,May,2018,8,3.662464121,18.1,62.01,2,0
421,14,May,2018,9,4.553309192,19.7,56.49,2,0
422,14,May,2018,10,4.553309192,20.8,53.22,2,0
423,14,May,2018,11,3.840633135,21.3,51.92,2,0
424,14,May,2018,12,1.779499046,21.4,51.91,2,0
425,14,May,2018,13,6.702209453,21.1,52.88,2,0
426,14,May,2018,14,6.777769958,20.6,54.27,2,0
427,14,May,2018,15,15.11115635,20.2,55.31,2,0
428,14,May,2018,16,42.47124672,18.2,62.43,2,0
429,14,May,2018,17,59.00493883,16.4,69.99,2,0
430,14,May,2018,18,58.60122462,14.8,78.19,2,0
431,14,May,2018,19,46.92369962,13.9,83.32,2,0
432,14,May,2018,20,41.29361095,13.4,85.92,2,0
433,14,May,2018,21,34.59142508,13.1,87.6,2,0
434,14,May,2018,22,35.46116289,12.9,88.78,2,0
435,14,May,2018,23,37.22205545,12.7,90.01,2,0
436,15,May,2018,0,19.78156935,12.6,90.73,2,0
437,15,May,2018,1,31.84177081,12.4,91.96,2,0
438,15,May,2018,2,36.77089708,12.3,92.35,2,0
439,15,May,2018,3,22.14171493,12.2,92.48,2,0
440,15,May,2018,4,20.50779422,12.4,90.74,2,0
441,15,May,2018,5,12.96250055,13,86.87,2,0
442,15,May,2018,6,5.961368405,14.2,79.86,2,0
443,15,May,2018,7,3.886592649,15.6,73.42,2,0
444,15,May,2018,8,0.822495088,17.2,66.78,2,0
445,15,May,2018,9,2.166233406,18.9,60.19,2,0
446,15,May,2018,10,2.889784808,20.5,54.08,2,0
447,15,May,2018,11,2.889784808,21.6,49.34,2,0
448,15,May,2018,12,5.809850229,21.9,46.76,2,0
449,15,May,2018,13,11.31843431,21.5,46.79,2,0
450,15,May,2018,14,12.53241857,20.7,47.95,2,0
451,15,May,2018,15,20.04823457,20.3,47.28,2,0
452,15,May,2018,16,39.23598088,18.5,50.99,2,0
453,15,May,2018,17,50.89260562,16.7,55.91,2,0
454,15,May,2018,18,51.88004973,14.6,65.4,2,0
455,15,May,2018,19,39.09220678,13.1,74.84,2,0
456,15,May,2018,20,31.59014997,12.4,80.02,2,0
457,15,May,2018,21,40.06152629,11.8,84.5,2,0
458,15,May,2018,22,33.87890633,11.3,88.07,2,0
459,15,May,2018,23,26.07713061,11,89.77,2,0
460,16,May,2018,0,25.92724291,10.8,90.74,2,0
461,16,May,2018,1,21.00781988,10.7,91.28,2,0
462,16,May,2018,2,21.83377805,10.7,90.94,2,0
463,16,May,2018,3,26.08129644,10.6,90.47,2,0
464,16,May,2018,4,27.55737196,10.7,88.59,2,0
465,16,May,2018,5,26.00638032,11.7,81.8,2,0
466,16,May,2018,6,19.89943514,13.8,68.73,2,0
467,16,May,2018,7,12.96036495,16.1,53.53,2,0
468,16,May,2018,8,1.242410714,18.3,43.02,2,0
469,16,May,2018,9,1.530597849,20.2,36.31,2,0
470,16,May,2018,10,4.700656328,21.7,32.04,2,0
471,16,May,2018,11,4.700656328,22.6,30.15,2,0
472,16,May,2018,12,4.486657933,23,29.69,2,0
473,16,May,2018,13,4.180328523,22.8,30.69,2,0
474,16,May,2018,14,9.096861844,22.2,32.61,2,0
475,16,May,2018,15,17.33674455,21.7,34.3,2,0
476,16,May,2018,16,46.9265907,19.4,40.53,2,0
477,16,May,2018,17,62.36941662,17.4,47.38,2,0
